"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LHCGR",28.1338777116633,-7.18922164046181,1.45369003140485,-4.25759378323625,2.06638983964414e-05,0.00156619661486361
"AURKB",551.316550654997,5.3558312585814,1.02444169796919,4.25190742158995,2.11957484084852e-05,0.00159949226308748
"TGFBR2",20446.1463939233,-2.85715956572687,0.437140200988659,-4.248430049505,2.1527384256284e-05,0.0016166204478873
"SGOL1",178.67133804951,4.71662409752993,0.87504037941851,4.24737438973929,2.16290356554824e-05,0.0016166204478873
"LMO3",1186.61215922976,-4.68682581495326,0.868181869143411,-4.24660540145909,2.17033704015887e-05,0.0016166204478873
"C14orf49",706.492536639706,-4.18616787667668,0.751556454750791,-4.23942586952192,2.24092178059006e-05,0.00165945067169591
"UCA1",127.912227127516,6.27831022356381,1.24523295943441,4.23881345540455,2.24704274739218e-05,0.00165945067169591
"IGFBP6",2146.52413050321,-3.51384256541938,0.596415212878697,-4.21492026215412,2.49866454659429e-05,0.00183742221402962
"IGSF10",1983.53310364598,-3.42293957940345,0.575220695955249,-4.21219124492688,2.52905276016066e-05,0.00185188816730239
"PEBP4",27.3445319589245,-4.13519445388082,0.744685917663035,-4.21008962237349,2.55269405600533e-05,0.00186131248868473
"CDCA3",687.291253864388,4.92713646186938,0.934692460229121,4.20152791315629,2.65119550253882e-05,0.00192501300333501
"PCOLCE2",5675.24529667539,-5.16792797508802,0.9925242695291,-4.19932096679659,2.67716608813547e-05,0.00193573670163469
"FXYD1",811.69117623317,-4.54868086559193,0.845553099561943,-4.19687523755799,2.70622914236344e-05,0.00194859774204928
"GSN",85825.3059216387,-3.20479275533258,0.525631885635103,-4.19455671466468,2.73405739688355e-05,0.00195487500029724
"SKA3",650.741679826701,5.12379202314366,0.983197653998518,4.19426552369487,2.73757161085546e-05,0.00195487500029724
"COMP",4512.9720154486,4.72937324981493,0.889586358122555,4.19225544070354,2.76194754107044e-05,0.00196416524515384
"ADRB2",745.534635806452,-4.34414011933998,0.799041967673618,-4.18518707981801,2.84931337318434e-05,0.00201799116401634
"CCNB2",912.058721943732,4.57843737938931,0.855821174187348,4.18129100718646,2.89858602161174e-05,0.00204450877712133
"ABCA5",1530.97386500956,-1.88520955597333,0.211755888883387,-4.18033028805547,2.91085989305834e-05,0.00204481991105452
"ZNF469",1058.496829767,2.27858054745313,0.306359391135757,4.17346614612688,3.00000255956509e-05,0.00209890867335402
"CSN1S1",28.5058179973372,-5.39637401415692,1.05457848580638,-4.1688447785802,3.06147386123864e-05,0.00213327942726068
"DMGDH",436.404170002009,-4.29396363816784,0.790422634493106,-4.16734477787347,3.0816821769064e-05,0.00213873693570761
"NOTUM",14.5063334060697,5.14805665695579,0.995778491599391,4.16564194943928,3.10477664858222e-05,0.00214614581056597
"GNAL",512.314764611759,-3.05615154785632,0.493744876317076,-4.16440077959591,3.12171343614641e-05,0.00214899506231796
"EBF3",1234.81715847265,-3.88064940352716,0.691878171727362,-4.1635211533488,3.13376978012919e-05,0.00214899506231796
"STAB2",63.0361713810547,-4.19510727258634,0.768274408239882,-4.15880997507953,3.19909889592417e-05,0.00218512363717255
"PDK4",15412.7140345233,-3.2928204434767,0.551620961057492,-4.15651435558435,3.23139876211463e-05,0.0021984961420513
"NCAPH",794.231895959002,4.4872919453644,0.842340178401857,4.14000428185762,3.47299338836879e-05,0.00235359995076082
"NEK2",862.888424696461,5.12193795926952,0.996223126697248,4.13756501812487,3.51011002020025e-05,0.00236946137730783
"SCARA5",3133.71284520062,-6.23680419480845,1.26628749784794,-4.13555705454601,3.54094621879476e-05,0.00238097632712032
"TROAP",465.135483397121,5.00496555642507,0.970173735596412,4.12809109284228,3.65787214238275e-05,0.00245006544544637
"C11orf53",44.4453318865253,-3.85765930514489,0.693674215747263,-4.11959856698214,3.79533044088788e-05,0.00253232066984492
"KIF20A",1026.1792801109,4.76171433669601,0.913575801389707,4.11757221565391,3.82884570000449e-05,0.0025448570208376
"HHATL",31.7821878495331,-7.93771180423525,1.68704737588739,-4.11233964344718,3.91669511124015e-05,0.00259327234549199
"FAM180B",119.353098532625,-5.20064954911303,1.02355413431271,-4.10398376431126,4.06095975080013e-05,0.0026785284524266
"POSTN",49795.8448316785,3.08582421021959,0.508680281765623,4.10046208785549,4.12325984676223e-05,0.00270927959741057
"LIFR",8407.54543581591,-2.81793159118019,0.444500425959121,-4.08983093156221,4.31687740638182e-05,0.00282575600226076
"HJURP",545.340787428203,4.73444248644176,0.913413823574136,4.08844533557539,4.34273851893801e-05,0.00283195714512331
"TRIP13",1341.66058942058,4.23458240450605,0.794172458632584,4.07289672330793,4.64320167499253e-05,0.00301651008065962
"PROKR1",17.477229916386,-6.4730221975278,1.34598909592916,-4.06617127440373,4.77918178570209e-05,0.00309322248834149
"TDO2",82.9923174078766,4.96014553257441,0.975732772832969,4.05863740855646,4.93598859949037e-05,0.00318279175327586
"SLC16A12",74.2169308695727,-3.77390757066862,0.683829015754971,-4.05643444012994,4.98275402161019e-05,0.00320100268577865
"LOC145820",76.569724947926,-3.91289629633403,0.720353009180023,-4.04370670936708,5.26127277225019e-05,0.00336740943619465
"SLC16A7",1205.67226949194,-4.95046484403046,0.977212032112355,-4.04258719112482,5.28646447627792e-05,0.0033710476979542
"TNS1",58547.3762257253,-3.74929467762203,0.681787431964978,-4.03248072452479,5.51911431360307e-05,0.00350646376666819
"TSHR",90.2317795434518,-5.05677135087308,1.006847174383,-4.02918283339185,5.59710752741656e-05,0.00354298956708006
"C18orf34",117.799310698478,-3.63454295459708,0.655045999679626,-4.02192053059723,5.77255353061534e-05,0.00364071158987459
"GHR",10543.9583382114,-4.28294385259624,0.81656135253775,-4.02044970949622,5.80871490024869e-05,0.00365019644331628
"CAV1",34051.5414263478,-3.41415002102935,0.602540320448176,-4.00661987107134,6.15938721777871e-05,0.00385653516342152
"CHIT1",570.601275579274,-5.84461999675082,1.20990088198986,-4.00414618161375,6.22418699060642e-05,0.00388303882255125
"PTTG1",875.621673993093,4.48780270302097,0.871600866201866,4.00160536579042,6.29141675979105e-05,0.00391086233906292
"CEBPA",6629.32748730235,-4.02784382088444,0.757081129909965,-3.99936506308713,6.35126471502924e-05,0.003933914177076
"SOX11",779.007962233468,5.49616897167916,1.12508060524931,3.99630830955692,6.43379326346255e-05,0.00397079933521058
"LILRB5",832.311764901917,-4.62844992226985,0.91044723450443,-3.98534894144071,6.73810325123954e-05,0.00414381360443667
"KIF23",1371.73213645486,4.21411103842184,0.806664538265289,3.98444568461346,6.76378249346439e-05,0.0041448555060127
"CDC20",1514.11708425023,5.07437319344154,1.02291043302283,3.98311823001086,6.80168962032926e-05,0.00415335683141024
"KLHL31",1289.07102542231,-4.34174688984327,0.8392835633278,-3.98166607313633,6.84338797803068e-05,0.0041641051988855
"PAQR4",2549.84740572086,3.34006757145707,0.588482834109069,3.97644151337023,6.99541936251208e-05,0.00424167866679198
"CEP55",1015.91166485952,4.72019812508103,0.936022119455807,3.97447672202866,7.05341599495503e-05,0.00426189097233629
"CCDC78",92.6208975390637,3.82546212046117,0.711576100134964,3.9707096962999,7.16588528512764e-05,0.00431476179833766
"CD209",1154.27644529158,-4.16794789559371,0.801179624905619,-3.95410441942642,7.68218564165114e-05,0.00458053540431392
"BHMT2",1123.19938010038,-3.94558984382598,0.745063576362686,-3.95347449167494,7.70244787401381e-05,0.00458053540431392
"SRPX",4086.36802378026,-3.06365512363872,0.521998088209654,-3.95337678480134,7.70559523277126e-05,0.00458053540431392
"SHCBP1",457.185524853632,3.68432148509752,0.679035668065857,3.95313767941447,7.71330248628755e-05,0.00458053540431392
"SKA1",337.033093293386,4.59642387202192,0.911841388181459,3.94413317780463,8.00891430343557e-05,0.0047397961670435
"MOSC1",5757.53204345899,-4.00900023176713,0.764473232307831,-3.93604393797204,8.28358133041994e-05,0.00487248327602268
"PLAC9",1049.03146449894,-4.07821627081898,0.782092542875656,-3.9358721661004,8.28950919015489e-05,0.00487248327602268
"DLGAP2",34.8904417074478,-4.43290287977489,0.874947656475537,-3.92355228837724,8.72528171960272e-05,0.0051112404541171
"LOC572558",16.9787530158465,-5.65024130316943,1.18567910954505,-3.92200660847753,8.78145830961023e-05,0.00512676963001265
"RAD54L",320.168622498639,4.36018180774917,0.85774263578657,3.91747089109988,8.94828470948571e-05,0.00520657602911187
"A2ML1",586.618175760574,6.62449612676145,1.43771117110921,3.91211826115399,9.14900873274385e-05,0.00530550402384384
"SIK2",8542.07175752407,-3.49350128905073,0.63782207271226,-3.90939949514043,9.25258405704968e-05,0.00534762224380854
"TMEM100",742.03677849314,-3.81582569354856,0.720847058651198,-3.90627340398301,9.37304558811456e-05,0.00539918669360692
"CTSG",273.827889909128,-3.91296969456755,0.745887327554404,-3.9053749634258,9.40793936784197e-05,0.00540128239919193
"KIF14",507.337154833664,4.95955297246309,1.01428444747303,3.90378949645521,9.46981543030236e-05,0.00541880398844553
"DLGAP5",1043.59502883726,5.43354837614658,1.13608669191201,3.90247364722229,9.52146073924096e-05,0.00543037501765092
"KIF4A",1003.2197079822,5.09100470216742,1.04958133212598,3.89774910904797,9.70909277034387e-05,0.00551917211066817
"CYP26B1",1099.75100903298,-3.47181080642181,0.635227975604533,-3.89121843078375,9.97420895901676e-05,0.00565128868920553
"ANK2",3490.9282083904,-3.12994660454621,0.54821189847118,-3.88526153935381,0.00010221978407039,0.0057727453873216
"MRGPRX2",14.54621967005,-6.2072306548962,1.34142734783526,-3.88185812917815,0.000103661350255973,0.00583508727613505
"TACC1",14514.2874686537,-2.8250283440898,0.470518147677212,-3.87876291934613,0.000104989013391826,0.00585695893860128
"C10orf128",138.466634458515,-3.30353679195712,0.593901379646324,-3.87865203028979,0.000105036874742576,0.00585695893860128
"GRIA1",189.330425421561,-5.09138702722163,1.05486643561135,-3.87858300264379,0.000105066678488884,0.00585695893860128
"RBP7",2055.21324027919,-3.53279596910742,0.653332160780479,-3.87673548181328,0.000105867345585461,0.00588261607415547
"SVEP1",13960.6182665773,-4.16642646495621,0.81760888183143,-3.87278873226458,0.000107597091746034,0.00595956840533081
"TOP2A",5313.52181381856,4.40362223453896,0.879389203739658,3.8704389592968,0.000108639557655439,0.00599808369279117
"SAA1",7310.71303470797,-4.6385859211474,0.944224714236806,-3.85351692905897,0.000116433208904974,0.00640519895193821
"KCNG1",366.480093528173,4.75710766334206,0.975187855114649,3.85270144991741,0.000116821795072709,0.00640519895193821
"TPO",119.590423260023,-4.38425991498542,0.878659427756831,-3.85161737082279,0.000117340266379581,0.00640519895193821
"KIF1A",486.85875495772,5.55411782845015,1.18249071811636,3.8512926644402,0.000117495982163325,0.00640519895193821
"CDO1",3072.63197290145,-4.62466646949151,0.941554488233939,-3.849661931186,0.000118280965734947,0.00642771499643275
"MCM10",897.726490733842,4.78344973805056,0.983573473917653,3.84663661473176,0.00011975037208788,0.00648716670862275
"FAM54A",287.528234476117,4.7211436978796,0.967573397819541,3.84585159768274,0.000120134460533919,0.00648763628902082
"IQGAP3",1549.52771468026,4.86831275261505,1.00650996010127,3.84329306808435,0.000121394360330819,0.00653525215226443
"E2F8",169.946625617653,4.60463256971094,0.938227375399671,3.84196055692302,0.0001220554536885,0.00655043569935082
"SEC14L4",39.6429999130534,5.68216100170243,1.21995345501246,3.83798331195726,0.000124048910289285,0.00663680872665369
"BMP8A",517.322272899784,3.36837604464296,0.617501731579422,3.83541603775786,0.000125351924507411,0.00667420828592206
"CDCA8",972.715152891951,4.15089354312789,0.821596585895923,3.83508597433124,0.000125520380355574,0.00667420828592206
"ONECUT2",203.686456198779,4.85136609915774,1.00494626027663,3.83241000180208,0.000126894027115415,0.00672655117356284
"WISP1",528.510705495486,3.64148679375074,0.68954333100589,3.83077708821778,0.000127739192282639,0.00675064520439232
"HSD11B1",927.939277180657,-4.51391016606838,0.917641000867954,-3.82928635789458,0.00012851539608754,0.00677095902374625
"PGA3",35.9926378433946,-5.15983346595541,1.08739730068544,-3.82549548663885,0.000130509325634779,0.00685511141730888
"WBSCR28",13.1415538670173,7.04203817829893,1.58388142702267,3.81470359789278,0.00013634648601398,0.00714001098426542
"GPR120",86.4188679537194,-4.73879550760217,0.980798437658119,-3.81199170395234,0.000137851504504714,0.00719701465059202
"ABCC6P1",35.6026715884565,-3.42528017289132,0.636388093980794,-3.81100808740855,0.000138401238696702,0.00720395122264371
"TMEM195",80.6720451873281,-4.54635417289346,0.931529648401441,-3.80702233039948,0.000140650049840478,0.00727785751288825
"UBE2T",989.38862221512,4.29639590987747,0.865877836619563,3.80699882878027,0.000140663411220686,0.00727785751288825
"CCL20",38.1669385614871,5.78630118239151,1.25813740016313,3.80427541679542,0.000142219875308612,0.00733642288121828
"CDK1",1562.02927498266,3.54174885306293,0.668697343965957,3.80104523518539,0.000144086991995798,0.00740644032964454
"GPC3",5356.14795883989,-3.7446725695052,0.722196996666483,-3.80044860636927,0.000144434372495238,0.00740644032964454
"GLDC",154.519835661862,4.32615386681539,0.876026384408941,3.79686494152749,0.000146537573443343,0.00749205859962841
"SHISA3",75.1661030885326,-3.94857772755018,0.776896659906588,-3.79532810438999,0.000147448327251202,0.0075163850832685
"ASPM",1365.88167007655,4.86922780943971,1.0203442167781,3.79208089369821,0.000149390231913814,0.00759297822853714
"CPM",8707.12631331505,-4.0790484270391,0.812883863465256,-3.78780852397952,0.000151981901470578,0.0077005420401024
"HAPLN1",411.046589800237,6.07013306425333,1.33877998968264,3.78712940388002,0.000152397741896593,0.0077005420401024
"NUSAP1",1365.7349455914,3.9300737688572,0.773998682531107,3.78563146809935,0.000153318751131545,0.00772449369767996
"LRRC2",155.43297310009,-3.92084578145867,0.771884779711534,-3.78404375656978,0.000154300677592867,0.00775136630663468
"GINS1",776.775942223488,3.43882064002746,0.644792668271494,3.78233308167917,0.000155365274469386,0.00778222408146512
"NDC80",575.402889054287,4.39698633818944,0.898788025225909,3.77951891085288,0.000157131659816383,0.00782705937082899
"LCTL",96.6476002502927,6.41325495618261,1.43228107603352,3.77946413365578,0.000157166228903285,0.00782705937082899
"MEOX2",1216.16728419915,-3.49075664452439,0.659225362621979,-3.77830827779099,0.000157897343741408,0.00784087355515883
"SCT",11.7115147710068,6.8758720083732,1.55551818528274,3.77743703928807,0.000158450543520214,0.00784579897585337
"MUSTN1",170.601604831968,-3.44198568247359,0.646776358211967,-3.77562607455927,0.000159606271164907,0.00788044563428788
"CABLES2",1033.36702127502,2.46327638922571,0.387848058158469,3.77280834194054,0.000161420286972762,0.00794730478397806
"SNTG2",46.0011481165136,-4.76684353657682,0.999118400388135,-3.77016731461805,0.000163138140442862,0.00800906308236674
"KIF18B",348.598178780117,4.89622537493075,1.0339130004449,3.76842671796773,0.000164279697936011,0.00804225909357565
"BUB1B",818.379924736921,4.30918730175662,0.879048975447556,3.76450845650755,0.00016687702111744,0.0081463327738149
"EXO1",696.540255002303,5.05652467319447,1.07857658735418,3.76099826452326,0.000169236604305107,0.00823824720844098
"SYCP1",15.4991020434378,-6.90411699343291,1.5716997359493,-3.75651713771324,0.000172294477737355,0.00836354176904281
"NIPSNAP3B",637.793761698745,-4.05217091895848,0.812961376830757,-3.75438613191815,0.000173766816288027,0.00841138474026162
"S1PR1",3850.45374803057,-2.69636799214354,0.452155902041036,-3.75173249864952,0.000175616788094852,0.00847718914823225
"LOC388152",740.823378315342,2.6144878481016,0.430946596703341,3.74637567729302,0.000179407853265703,0.0086074702216929
"SLC25A18",173.164328485935,-3.38207291578529,0.635907474097313,-3.74594262973039,0.000179717662703865,0.0086074702216929
"BEX1",571.373082607246,4.71882839871815,0.99279588098259,3.74581368633152,0.000179810008103185,0.0086074702216929
"LOC90586",36.3301517837917,-4.65905746235151,0.977620533386776,-3.74281977248924,0.000181966745062974,0.00868665005920789
"PCSK1N",210.929786907261,5.27084403522231,1.14137383922826,3.74184503660084,0.00018267415128951,0.00869639671744912
"KLRF1",38.641566550608,-3.37534422399405,0.635024070663328,-3.74055777368067,0.000183612333629727,0.00871704598202011
"ANGPTL7",108.865801747421,-4.85451798801874,1.03071898585843,-3.73964003855864,0.000184283960732054,0.00872496198742635
"TRIM59",533.466834412887,2.80511138638347,0.483037499441459,3.73700051956781,0.000186228539026945,0.00879293820471213
"EME1",173.069835938765,3.51026971183515,0.671993424016436,3.73555695951833,0.000187300176643238,0.00880345618877217
"EBF2",304.128913202178,-3.47615171189459,0.662900621596383,-3.73532869215234,0.000187470162459821,0.00880345618877217
"C6",1609.18560299474,-6.06275967621808,1.35570966317813,-3.73439816335726,0.000188164608874796,0.00881212088337495
"TACR1",738.211094872579,-4.06399596125721,0.821203260221009,-3.731105451813,0.000190641398321094,0.00890398379564008
"CASQ2",402.70859374858,-4.37033978770661,0.903841177791065,-3.72890710284247,0.000192312026520103,0.00895780089028007
"EPAS1",27288.2616505068,-2.6828797596654,0.451776566045917,-3.72502667500986,0.000195294569638035,0.00907227273633031
"CES4",106.554601283627,-4.30596665536515,0.889477572337583,-3.71675099876541,0.000201801152105377,0.00934939868507512
"KIF18A",357.764069314148,3.80265030903919,0.754518533584832,3.71448835818966,0.000203615242873594,0.00940822195748283
"CA3",925.817048303315,-4.7660179690655,1.01459115380126,-3.7118576827284,0.000205743665844688,0.00948121677189881
"PRELP",8721.0027205814,-3.43120357754983,0.656166544908785,-3.7051623500369,0.000211255377091702,0.00970894914228641
"CENPW",2017.14909178613,4.92550571499436,1.0596590712795,3.70449875944955,0.000211809144531102,0.00970894914228641
"PLCXD3",286.734959822545,-4.0776882255935,0.830964634396021,-3.70375356326746,0.000212432636837972,0.00971176824655289
"GPIHBP1",1022.84742097776,-3.86968195986524,0.775130424432117,-3.70219239164512,0.000213744433061097,0.00974118668947627
"CDH2",244.946231089258,3.18537966473186,0.59038016827212,3.7016481619426,0.000214203514958682,0.00974118668947627
"PTH1R",457.004741015093,-3.81682022680805,0.761798085342012,-3.69759425890842,0.000217652411003463,0.00987205069435917
"ORC6L",398.060958596958,4.25423712638124,0.882957772233395,3.68560901632908,0.000228156391585964,0.0103213890130813
"ENTHD1",28.7752994869762,5.41581266481958,1.19879693828936,3.68353682244199,0.000230020038495553,0.0103785281598999
"C2orf84",59.3234839523791,-4.2271625152,0.877105951292586,-3.67933031402209,0.000233847223596331,0.0105237340389797
"PLSCR4",3659.0397156792,-2.89061594144829,0.51478344253255,-3.672643261693,0.000240054492296701,0.0107637380538287
"P4HA3",352.83038154661,3.34834789740759,0.639485082195216,3.67224813023974,0.000240426068443832,0.0107637380538287
"SLC8A2",60.3963502160482,4.2358502413922,0.883057783097762,3.66436976529538,0.000247948363317289,0.0110398448482688
"FCN2",72.7101224469256,-5.19481699684164,1.14478617110684,-3.6642799351654,0.000248035392723909,0.0110398448482688
"ALDH1A2",528.609996207033,-3.11422480783418,0.577059389146279,-3.66379067319576,0.00024850990370792,0.0110398448482688
"AURKA",1147.19763173535,3.78347731624005,0.76018379273984,3.66158466258258,0.000250659998003104,0.0111068087833119
"AGTR1",1403.88687727782,-4.00812405734204,0.821790607127099,-3.66045076599032,0.000251771930234843,0.0111073340849355
"POLQ",339.959232755811,4.03937805428484,0.830371688512334,3.6602621408373,0.000251957349765332,0.0111073340849355
"NNAT",377.98476082487,-4.14325103994723,0.859177152418945,-3.65844346663276,0.000253751698150619,0.0111121964352001
"SOX17",611.930270129257,-2.98921002467943,0.543753007851171,-3.658297050237,0.000253896676157131,0.0111121964352001
"PC",5775.14635900802,-3.44358937764075,0.667976606105885,-3.65819604355036,0.000253996735831494,0.0111121964352001
"PRCD",63.2785858831323,-3.55029072924601,0.698693702148621,-3.65008403740203,0.000262154525697607,0.0114401322186372
"DEPDC1",525.732594668935,4.48222005248196,0.95419355286692,3.64938543340548,0.000262868442484536,0.0114423918251266
"CA9",324.531315982061,6.08748850512588,1.39526695816579,3.6462473904018,0.000266097809174145,0.0115538599003477
"PID1",1249.94253993219,-3.16589033727173,0.594288534291615,-3.64450971589658,0.000267902015529233,0.0115887445222397
"CENPE",790.273590786286,3.50808713945171,0.688244002894302,3.64418306429746,0.000268242451761813,0.0115887445222397
"CCNE2",608.937438741978,3.70809347209194,0.743462085412091,3.64254415286138,0.000269956654969682,0.0116279807755895
"PRAME",1126.82552701136,8.70248061774413,2.11488656961356,3.64203013457669,0.000270496399038653,0.0116279807755895
"SMYD1",481.185389203578,-5.11482503847274,1.13197533611342,-3.63508365173466,0.00027789045084411,0.0119115274309503
"TWIST2",254.02816697368,-3.12193112885497,0.583822945755975,-3.63454561743432,0.000278470984439784,0.0119115274309503
"MMP28",798.23773767236,-3.3596018063409,0.649548769863894,-3.6326784312675,0.000280494487304975,0.0119588508912045
"SLC24A2",32.5804121276019,5.64416491178028,1.27859196654737,3.63224940660396,0.000280961371554251,0.0119588508912045
"MYT1",35.5471652392506,4.8321487375484,1.05553778458681,3.63051782087412,0.000282853173091435,0.0120097928358552
"ROBO2",62.6553996557672,-3.22915470105114,0.614341608704795,-3.62852632715343,0.000285043685878407,0.0120731370972175
"ANGPTL1",943.040794603902,-3.66743840501291,0.736712659087692,-3.62073105722947,0.00029377176409463,0.0123832090066086
"TLX1NB",21.4721246918879,7.16932546405507,1.7039001452842,3.62070833853123,0.000293797563376514,0.0123832090066086
"GIPC2",315.161021887272,-3.50177883883822,0.691740983345154,-3.61664105362096,0.000298450714558785,0.0125487270031396
"C1QTNF1",4758.21078461517,-3.14882618494655,0.594539888409829,-3.61426748118424,0.000301197985840031,0.0126335009546155
"GALNTL2",3307.47007410483,-3.62608708047644,0.726964930910498,-3.61239857497301,0.000303377781723479,0.0126941197238824
"ERCC6L",296.158181651864,3.70945718795623,0.750551820038663,3.60995352435047,0.000306251872929387,0.0127834266089196
"DLL3",41.5135425517957,6.3897628789464,1.49615078708405,3.60241957259594,0.000315268959736279,0.0131281033571148
"LGI4",478.301997515704,-3.42855058412682,0.675257135881816,-3.59648266575574,0.000322549066804191,0.0133989673640462
"RAD51",388.19763418538,3.74405196202418,0.763316581806976,3.5949067889083,0.000324507738858875,0.0134480053602403
"MYH11",12632.4523927266,-3.26599414422097,0.63065877467111,-3.59305893333948,0.000326818634178064,0.0134955042202643
"PTPRB",4969.20202051939,-2.57055325319835,0.437146057234714,-3.59274257929561,0.000327215801648673,0.0134955042202643
"CDC6",1137.50805203499,3.74269942652581,0.765109977638986,3.58471266443206,0.000337449507772057,0.0138844403424022
"IRAK3",1554.65473503185,-3.13317169849302,0.596447031939318,-3.57646460500795,0.00034827244715534,0.014295715342735
"ESM1",1119.48550228721,4.43428426306264,0.960500335993144,3.57551594139906,0.000349537874819007,0.0143136588027186
"CLDN5",1651.40932319216,-3.44688169689254,0.685833872834701,-3.56774693378594,0.000360064000905806,0.0147098486989438
"TNNT3",303.582165900966,-5.24139224225739,1.18966976665525,-3.56518452526708,0.000363600282848556,0.0148192841695894
"ULBP1",143.966093481223,4.4181328262896,0.959186121899276,3.56357619053265,0.000365836444476909,0.0148753402282481
"LYPD1",369.747099006147,4.10261015777838,0.872685642851568,3.5552437274439,0.000377628866902635,0.0153187897862545
"GPER",459.374641121326,-3.21383151428095,0.623090843253587,-3.55298354686295,0.000380888286827618,0.0154148254910259
"CDKN3",447.492105454576,4.16829146429436,0.892434869998303,3.55016547515718,0.000384989077796782,0.015530780546709
"KIF2C",1085.76845494352,4.75850163230042,1.05879799656534,3.5497815867547,0.000385550885628041,0.015530780546709
"FN1",252120.294593047,3.2476975277304,0.633837145985878,3.54617513657124,0.000390866342349875,0.0157082820049958
"CENPA",300.059627371574,4.40375065670808,0.960022041212375,3.54549219766831,0.000391880588955494,0.0157125022221343
"PLXNA4",4812.49480674641,-4.16378385786197,0.893597388037701,-3.54050258003718,0.000399365730601372,0.0159755536817646
"ROBO3",296.851931823716,-2.05736444608243,0.299084790501488,-3.53533338926898,0.000407260978663168,0.0162537574417511
"NEIL3",134.205393208655,4.41254200227057,0.965755246111384,3.53354746558321,0.000410022458305914,0.0163217714725843
"KIAA0101",565.935405815772,4.29970826443091,0.933964691361825,3.53301178829316,0.000410854151413353,0.0163217714725843
"E2F2",387.22756603568,3.91397578895708,0.825465783318806,3.53009882159059,0.000415404476116051,0.0164520482392637
"C1orf135",242.161872159263,3.30884863026487,0.654121117450406,3.52969590595723,0.000416037560358674,0.0164520482392637
"QPCT",1670.28555614177,3.87064430343337,0.814334990671104,3.52513933002883,0.000423260107989102,0.0166854477308382
"LOC415056",12.7870582783919,-7.20545529764789,1.76062368636173,-3.52457787868982,0.000424158112502155,0.0166854477308382
"DOCK11",4703.14725836779,-3.49964418324286,0.709289033068031,-3.524154564227,0.000424836352153743,0.0166854477308382
"GTSE1",461.9442415968,3.98203480808125,0.846753751576295,3.52172612466136,0.000428746836703399,0.0168008482654681
"GIMAP8",1796.5824951263,-2.91712675340126,0.544775914219567,-3.51911070838675,0.000432995980623177,0.0169289672876677
"SLCO1C1",73.175095159671,-4.46438745070298,0.98559793824272,-3.51501085410125,0.000439736015184908,0.0171536751205652
"DGCR9",43.5994989642715,3.90063884342896,0.825707256919345,3.51291431572376,0.000443220384559164,0.0172506564539795
"FAM64A",249.35383073387,4.63745891721369,1.03705071502251,3.5075034080033,0.000452332559957396,0.0175355726808204
"ABCC6",618.647546114642,-3.4518896405439,0.699069122269608,-3.50736366753484,0.000452570187815861,0.0175355726808204
"NLGN1",97.1759540939299,-3.53081585037476,0.722009633998633,-3.50523833921522,0.0004561986865202,0.0175994013529709
"SALL4",114.133954459382,3.94715200879278,0.840792848919878,3.50520584538609,0.000456254372208261,0.0175994013529709
"PRC1",2163.00431301221,3.35548796417596,0.673776173302934,3.49595022428453,0.000472376808511384,0.0181807207748001
"FOLR2",1609.22054267213,-3.82835085028376,0.809543080852219,-3.49376199634281,0.000476265406214648,0.0182499120886769
"AIFM2",3299.44309125529,-3.25122161478717,0.644356801155243,-3.49375006324298,0.000476286693593732,0.0182499120886769
"CENPF",3531.69504023609,3.6578559308562,0.761621187465192,3.48973475869547,0.000483500178007563,0.0184853242835148
"FAM89A",1585.541455274,-3.35330019916327,0.674838534917108,-3.48720483108205,0.000488097375335182,0.0186083406897985
"CDT1",464.890294316416,3.73665896525617,0.784866878784465,3.48678105705579,0.000488871400565274,0.0186083406897985
"CRIM1",14596.6431712514,-2.49336573978904,0.428710265813786,-3.48339160237814,0.000495103572799541,0.0187780584131407
"GDF10",668.568148696498,-4.62562844935012,1.04089743687713,-3.48317549923805,0.000495503422046883,0.0187780584131407
"NKAPL",74.7934304969355,-2.99183643290693,0.572066576509041,-3.48182626760305,0.000498006681940834,0.0187953983721993
"CAV2",9243.81723852368,-3.0138676469712,0.578405636739037,-3.4817566065315,0.000498136245267478,0.0187953983721993
"CXorf61",246.443278745242,11.5313725783705,3.02631989603307,3.47992708641777,0.000501550260875393,0.0188829848762259
"CDC45",530.796185421039,4.77916446110358,1.08627552817775,3.47901095354987,0.000503268015713919,0.0189064664772875
"OIP5",154.437609179053,3.58766785496306,0.744279239164106,3.4767432957948,0.000507543507482567,0.0190130265123377
"XPNPEP2",279.002194276705,-4.0847475561599,0.887492139759453,-3.47580267809019,0.000509326884750432,0.0190130265123377
"EEF1A2",3640.79949303043,5.23682216904674,1.21911936443425,3.47531365069645,0.000510256369376954,0.0190130265123377
"KIF11",1855.93672712907,3.7493467186138,0.79123978125692,3.47473267110805,0.000511362680804061,0.0190130265123377
"NCAPG",996.208528107722,4.02431461114516,0.870405243463339,3.47460522998623,0.000511605655242,0.0190130265123377
"PKDCC",1559.06157174434,-3.42877656721226,0.699226635765199,-3.47351837441709,0.000513682189945875,0.0190313992022003
"DEFB132",960.134405379676,-7.16317279447513,1.77461413441903,-3.47296500965424,0.000514742458526809,0.0190313992022003
"HHIPL2",72.4348685663114,4.53274542583651,1.0173140413716,3.47262033371077,0.000515403901778238,0.0190313992022003
